,cell,frame,x,y,celltype,position,E_V_cm,date,trial,user,scope
290,0,4,349.19127789887955,146.1390979973527,CR01-low,20,0,20250508,0,NB,Rio
291,0,5,350.1732046391827,141.42236245159566,CR01-low,20,0,20250508,0,NB,Rio
292,0,6,353.71190192841954,139.95368200172868,CR01-low,20,0,20250508,0,NB,Rio
293,0,7,355.60089015594053,140.64083729853698,CR01-low,20,0,20250508,0,NB,Rio
294,0,8,354.9636154865146,137.7749185236442,CR01-low,20,0,20250508,0,NB,Rio
295,0,9,351.46470396460325,135.55170556940155,CR01-low,20,0,20250508,0,NB,Rio
296,0,10,348.1422298723194,137.536961471267,CR01-low,20,0,20250508,0,NB,Rio
297,0,11,348.23190257231806,140.5190613230731,CR01-low,20,0,20250508,0,NB,Rio
298,0,12,348.4064555169871,146.31086072056053,CR01-low,20,0,20250508,0,NB,Rio
299,0,13,347.79209917596097,146.18075707466204,CR01-low,20,0,20250508,0,NB,Rio
300,0,14,348.17992467018775,146.82590781714612,CR01-low,20,0,20250508,0,NB,Rio
301,0,15,348.7013176904013,149.3782697778673,CR01-low,20,0,20250508,0,NB,Rio
302,0,16,349.85136998267456,152.70695696693198,CR01-low,20,0,20250508,0,NB,Rio
303,0,17,350.5879737354185,154.2557656817689,CR01-low,20,0,20250508,0,NB,Rio
304,0,18,348.8924260537006,155.98272871587423,CR01-low,20,0,20250508,0,NB,Rio
